,Fecha Hora,Fecha Hora(RAW),Tiempo de carga en mseg,Tiempo de carga(RAW),Porcentaje de tiempo de inactividad,Tiempo de inactividad(RAW),Porcentaje de cobertura,Cobertura(RAW)
248,24-06-2023 8:00:00 - 9:00:00,45101.5416666667,847,847.1667,0 ,0.0,100 ,10000.0
249,24-06-2023 9:00:00 - 10:00:00,45101.5833333333,850,849.9,0 ,0.0,100 ,10000.0
250,24-06-2023 10:00:00 - 11:00:00,45101.625,844,844.0833,0 ,0.0,100 ,10000.0
251,24-06-2023 11:00:00 - 12:00:00,45101.6666666667,842,842.4333,0 ,0.0,100 ,10000.0
252,24-06-2023 12:00:00 - 13:00:00,45101.7083333333,846,845.85,0 ,0.0,100 ,10000.0
253,24-06-2023 13:00:00 - 14:00:00,45101.75,845,844.6,0 ,0.0,100 ,10000.0
254,24-06-2023 14:00:00 - 15:00:00,45101.7916666667,846,845.6167,0 ,0.0,100 ,10000.0
255,24-06-2023 15:00:00 - 16:00:00,45101.8333333333,842,841.95,0 ,0.0,100 ,10000.0
256,24-06-2023 16:00:00 - 17:00:00,45101.875,846,845.5167,0 ,0.0,100 ,10000.0
257,24-06-2023 17:00:00 - 18:00:00,45101.9166666667,841,841.3167,0 ,0.0,100 ,10000.0
258,24-06-2023 18:00:00 - 19:00:00,45101.9583333333,842,841.8167,0 ,0.0,100 ,10000.0
259,24-06-2023 19:00:00 - 20:00:00,45102.0,842,842.0,0 ,0.0,100 ,10000.0
260,24-06-2023 20:00:00 - 21:00:00,45102.0416666667,849,848.5667,0 ,0.0,100 ,10000.0
261,24-06-2023 21:00:00 - 22:00:00,45102.0833333333,845,844.9333,0 ,0.0,100 ,10000.0
262,24-06-2023 22:00:00 - 23:00:00,45102.125,849,849.2333,0 ,0.0,100 ,10000.0
263,24-06-2023 23:00:00 - 0:00:00,45102.1666666667,846,846.3167,0 ,0.0,100 ,10000.0
264,25-06-2023 0:00:00 - 1:00:00,45102.2083333333,1.525,1524.6833,0 ,0.0,100 ,10000.0
265,25-06-2023 1:00:00 - 2:00:00,45102.25,867,867.0167,0 ,0.0,100 ,10000.0
266,25-06-2023 2:00:00 - 3:00:00,45102.2916666667,865,865.3667,0 ,0.0,100 ,10000.0
267,25-06-2023 3:00:00 - 4:00:00,45102.3333333333,844,843.6167,0 ,0.0,100 ,10000.0
268,25-06-2023 4:00:00 - 5:00:00,45102.375,843,842.5667,0 ,0.0,100 ,10000.0
269,25-06-2023 5:00:00 - 6:00:00,45102.4166666667,844,843.7,0 ,0.0,100 ,10000.0
270,25-06-2023 6:00:00 - 7:00:00,45102.4583333333,845,845.3167,0 ,0.0,100 ,10000.0
271,25-06-2023 7:00:00 - 8:00:00,45102.5,838,837.6667,0 ,0.0,100 ,10000.0
272,25-06-2023 8:00:00 - 9:00:00,45102.5416666667,843,843.4167,0 ,0.0,100 ,10000.0
273,25-06-2023 9:00:00 - 10:00:00,45102.5833333333,850,850.4,0 ,0.0,100 ,10000.0
274,25-06-2023 10:00:00 - 11:00:00,45102.625,842,842.1667,0 ,0.0,100 ,10000.0
275,25-06-2023 11:00:00 - 12:00:00,45102.6666666667,852,851.9,0 ,0.0,100 ,10000.0
276,25-06-2023 12:00:00 - 13:00:00,45102.7083333333,851,850.9333,0 ,0.0,100 ,10000.0
277,25-06-2023 13:00:00 - 14:00:00,45102.75,849,848.8833,0 ,0.0,100 ,10000.0
278,25-06-2023 14:00:00 - 15:00:00,45102.7916666667,845,845.2667,0 ,0.0,100 ,10000.0
279,25-06-2023 15:00:00 - 16:00:00,45102.8333333333,850,849.7667,0 ,0.0,100 ,10000.0
280,25-06-2023 16:00:00 - 17:00:00,45102.875,848,847.9333,0 ,0.0,100 ,10000.0
281,25-06-2023 17:00:00 - 18:00:00,45102.9166666667,849,849.2333,0 ,0.0,100 ,10000.0
282,25-06-2023 18:00:00 - 19:00:00,45102.9583333333,853,853.3833,0 ,0.0,100 ,10000.0
283,25-06-2023 19:00:00 - 20:00:00,45103.0,847,847.3167,0 ,0.0,100 ,10000.0
284,25-06-2023 20:00:00 - 21:00:00,45103.0416666667,851,850.9833,0 ,0.0,100 ,10000.0
285,25-06-2023 21:00:00 - 22:00:00,45103.0833333333,859,858.9333,0 ,0.0,100 ,10000.0
286,25-06-2023 22:00:00 - 23:00:00,45103.125,858,858.1333,0 ,0.0,100 ,10000.0
287,25-06-2023 23:00:00 - 0:00:00,45103.1666666667,860,860.2333,0 ,0.0,100 ,10000.0
288,26-06-2023 0:00:00 - 1:00:00,45103.2083333333,1.135,1135.3833,0 ,0.0,100 ,10000.0
289,26-06-2023 1:00:00 - 2:00:00,45103.25,881,881.3833,0 ,0.0,100 ,10000.0
290,26-06-2023 2:00:00 - 3:00:00,45103.2916666667,852,851.6,0 ,0.0,100 ,10000.0
291,26-06-2023 3:00:00 - 4:00:00,45103.3333333333,849,849.3833,0 ,0.0,100 ,10000.0
292,26-06-2023 4:00:00 - 5:00:00,45103.375,840,839.8,0 ,0.0,100 ,10000.0
293,26-06-2023 5:00:00 - 6:00:00,45103.4166666667,842,841.7,0 ,0.0,100 ,10000.0
294,26-06-2023 6:00:00 - 7:00:00,45103.4583333333,844,844.45,0 ,0.0,100 ,10000.0
295,26-06-2023 7:00:00 - 8:00:00,45103.5,843,842.7333,0 ,0.0,100 ,10000.0
296,26-06-2023 8:00:00 - 9:00:00,45103.5416666667,843,842.7167,0 ,0.0,100 ,10000.0
297,26-06-2023 9:00:00 - 10:00:00,45103.5833333333,847,846.9167,0 ,0.0,100 ,10000.0
298,26-06-2023 10:00:00 - 11:00:00,45103.625,851,851.25,0 ,0.0,100 ,10000.0
299,26-06-2023 11:00:00 - 12:00:00,45103.6666666667,848,847.7833,0 ,0.0,100 ,10000.0
300,26-06-2023 12:00:00 - 13:00:00,45103.7083333333,844,844.4667,0 ,0.0,100 ,10000.0
301,26-06-2023 13:00:00 - 14:00:00,45103.75,853,852.8167,0 ,0.0,100 ,10000.0
302,26-06-2023 14:00:00 - 15:00:00,45103.7916666667,850,850.3833,0 ,0.0,100 ,10000.0
303,26-06-2023 15:00:00 - 16:00:00,45103.8333333333,868,867.9,0 ,0.0,100 ,10000.0
304,26-06-2023 16:00:00 - 17:00:00,45103.875,846,845.5833,0 ,0.0,100 ,10000.0
305,26-06-2023 17:00:00 - 18:00:00,45103.9166666667,868,867.6833,0 ,0.0,100 ,10000.0
306,26-06-2023 18:00:00 - 19:00:00,45103.9583333333,857,857.4,0 ,0.0,100 ,10000.0
307,26-06-2023 19:00:00 - 20:00:00,45104.0,851,851.3167,0 ,0.0,100 ,10000.0
308,26-06-2023 20:00:00 - 21:00:00,45104.0416666667,851,850.5167,0 ,0.0,100 ,10000.0
309,26-06-2023 21:00:00 - 22:00:00,45104.0833333333,848,848.0833,0 ,0.0,100 ,10000.0
310,26-06-2023 22:00:00 - 23:00:00,45104.125,852,851.55,0 ,0.0,100 ,10000.0
311,26-06-2023 23:00:00 - 0:00:00,45104.1666666667,847,847.1333,0 ,0.0,100 ,10000.0
312,27-06-2023 0:00:00 - 1:00:00,45104.2083333333,1.046,1045.8667,0 ,0.0,100 ,10000.0
313,27-06-2023 1:00:00 - 2:00:00,45104.25,892,892.1833,0 ,0.0,100 ,10000.0
314,27-06-2023 2:00:00 - 3:00:00,45104.2916666667,860,859.6,0 ,0.0,100 ,10000.0
315,27-06-2023 3:00:00 - 4:00:00,45104.3333333333,844,843.85,0 ,0.0,100 ,10000.0
316,27-06-2023 4:00:00 - 5:00:00,45104.375,837,837.0167,0 ,0.0,100 ,10000.0
317,27-06-2023 5:00:00 - 6:00:00,45104.4166666667,840,839.75,0 ,0.0,100 ,10000.0
318,27-06-2023 6:00:00 - 7:00:00,45104.4583333333,842,841.75,0 ,0.0,100 ,10000.0
319,27-06-2023 7:00:00 - 8:00:00,45104.5,843,843.3667,0 ,0.0,100 ,10000.0
320,27-06-2023 8:00:00 - 9:00:00,45104.5416666667,839,838.55,0 ,0.0,100 ,10000.0
321,27-06-2023 9:00:00 - 10:00:00,45104.5833333333,854,853.5333,0 ,0.0,100 ,10000.0
322,27-06-2023 10:00:00 - 11:00:00,45104.625,870,869.5333,0 ,0.0,100 ,10000.0
323,27-06-2023 11:00:00 - 12:00:00,45104.6666666667,970,970.0667,0 ,0.0,100 ,10000.0
324,27-06-2023 12:00:00 - 13:00:00,45104.7083333333,1.209,1209.0667,0 ,0.0,100 ,10000.0
325,27-06-2023 13:00:00 - 14:00:00,45104.75,1.037,1037.1667,0 ,0.0,100 ,10000.0
326,27-06-2023 14:00:00 - 15:00:00,45104.7916666667,927,927.4,0 ,0.0,100 ,10000.0
327,27-06-2023 15:00:00 - 16:00:00,45104.8333333333,953,952.8667,0 ,0.0,100 ,10000.0
328,27-06-2023 16:00:00 - 17:00:00,45104.875,1.403,1403.3833,0 ,0.0,100 ,10000.0
329,27-06-2023 17:00:00 - 18:00:00,45104.9166666667,862,862.25,0 ,0.0,100 ,10000.0
330,27-06-2023 18:00:00 - 19:00:00,45104.9583333333,852,851.5167,0 ,0.0,100 ,10000.0
331,27-06-2023 19:00:00 - 20:00:00,45105.0,870,869.7667,0 ,0.0,100 ,10000.0
332,27-06-2023 20:00:00 - 21:00:00,45105.0416666667,857,856.8167,0 ,0.0,100 ,10000.0
333,27-06-2023 21:00:00 - 22:00:00,45105.0833333333,849,848.5833,0 ,0.0,100 ,10000.0
334,27-06-2023 22:00:00 - 23:00:00,45105.125,846,846.1333,0 ,0.0,100 ,10000.0
335,27-06-2023 23:00:00 - 0:00:00,45105.1666666667,861,860.5833,0 ,0.0,100 ,10000.0
336,28-06-2023 0:00:00 - 1:00:00,45105.2083333333,1.341,1341.4667,0 ,0.0,100 ,10000.0
337,28-06-2023 1:00:00 - 2:00:00,45105.25,935,934.7,0 ,0.0,100 ,10000.0
338,28-06-2023 2:00:00 - 3:00:00,45105.2916666667,871,871.05,0 ,0.0,100 ,10000.0
339,28-06-2023 3:00:00 - 4:00:00,45105.3333333333,865,864.7167,0 ,0.0,100 ,10000.0
340,28-06-2023 4:00:00 - 5:00:00,45105.375,869,868.85,0 ,0.0,100 ,10000.0
341,28-06-2023 5:00:00 - 6:00:00,45105.4166666667,865,865.4333,0 ,0.0,100 ,10000.0
342,28-06-2023 6:00:00 - 7:00:00,45105.4583333333,854,854.3,0 ,0.0,100 ,10000.0
343,28-06-2023 7:00:00 - 8:00:00,45105.5,841,840.7667,0 ,0.0,100 ,10000.0
344,28-06-2023 8:00:00 - 9:00:00,45105.5416666667,855,854.5,0 ,0.0,100 ,10000.0
345,28-06-2023 9:00:00 - 10:00:00,45105.5833333333,868,867.9667,0 ,0.0,100 ,10000.0
346,28-06-2023 10:00:00 - 11:00:00,45105.625,851,851.4333,0 ,0.0,100 ,10000.0
347,28-06-2023 11:00:00 - 12:00:00,45105.6666666667,852,851.7833,0 ,0.0,100 ,10000.0
348,28-06-2023 12:00:00 - 13:00:00,45105.7083333333,871,870.6667,0 ,0.0,100 ,10000.0
349,28-06-2023 13:00:00 - 14:00:00,45105.75,859,859.2167,0 ,0.0,100 ,10000.0
350,28-06-2023 14:00:00 - 15:00:00,45105.7916666667,1.008,1008.1333,0 ,0.0,100 ,10000.0
351,28-06-2023 15:00:00 - 16:00:00,45105.8333333333,857,857.2105,0 ,0.0,63 ,6333.0
352,28-06-2023 16:00:00 - 17:00:00,45105.875,NULL,NULL,NULL,NULL,0 ,0.0
353,28-06-2023 17:00:00 - 18:00:00,45105.9166666667,NULL,NULL,NULL,NULL,0 ,0.0
354,28-06-2023 18:00:00 - 19:00:00,45105.9583333333,NULL,NULL,NULL,NULL,0 ,0.0
355,28-06-2023 19:00:00 - 20:00:00,45106.0,NULL,NULL,NULL,NULL,0 ,0.0
356,28-06-2023 20:00:00 - 21:00:00,45106.0416666667,NULL,NULL,NULL,NULL,0 ,0.0
357,28-06-2023 21:00:00 - 22:00:00,45106.0833333333,NULL,NULL,NULL,NULL,0 ,0.0
358,28-06-2023 22:00:00 - 23:00:00,45106.125,NULL,NULL,NULL,NULL,0 ,0.0
359,28-06-2023 23:00:00 - 0:00:00,45106.1666666667,NULL,NULL,NULL,NULL,0 ,0.0
